DateTime,mer_kg_co2_per_mwh,thermal_power_change_mw,thermal_emissions_change_kg_co2,net_storage_change_mw,storage_emissions_change_kg_co2
2019-01-11T14:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-11T15:00:00.0,0.0,0.0,0.0,-3.807443249570497e-11,-3.016253913301625e-11
2019-01-11T16:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-11T17:00:00.0,0.0,0.0,0.0,-5.47743184142746e-10,0.0
2019-01-11T18:00:00.0,0.0,0.0,0.0,-6.411937647499144e-11,0.0
2019-01-11T19:00:00.0,0.0,0.0,0.0,2.3419488570652902e-11,0.18413853930627724
2019-01-11T20:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-11T21:00:00.0,0.0,0.0,0.0,1.3301360013429075e-11,0.0
2019-01-11T22:00:00.0,0.0,0.0,0.0,3.410605131648481e-13,0.0
2019-01-11T23:00:00.0,0.0,-0.8262341256362049,-0.33886090229563354,0.8262341306070984,0.0
2019-01-12T00:00:00.0,0.419330810781492,-0.9381724010619714,-0.3934045935901356,-0.06182759894582546,-0.02592621719462591
2019-01-12T01:00:00.0,0.0,-40.60801127700283,-14.575825069001832,40.60801127684692,14.575825068945846
2019-01-12T02:00:00.0,0.0,-42.33853456054706,-15.48184261999801,42.33853456054379,15.481842619996797
2019-01-12T03:00:00.0,0.0,-97.87764094461173,-31.09605484575731,97.87764094462295,31.09605484576082
2019-01-12T04:00:00.0,0.0,-43.2061418875279,-15.50839714270195,43.206141887507556,15.508397142694662
2019-01-12T05:00:00.0,0.0,21.6362791326827,9.030582261050125,-21.636279132678908,0.23166511129268094
2019-01-12T06:00:00.0,0.0,138.82678792268194,59.72171680013204,-138.82678792268212,-7.279838444338859
2019-01-12T07:00:00.0,0.0,123.9420347097885,52.84990826882572,-123.94203470981277,-0.0
2019-01-12T08:00:00.0,0.0,0.0,0.0,5.030642569181509e-12,3.979039320256561e-12
2019-01-12T09:00:00.0,0.0,-25.440110705561956,-9.207304222817854,25.440110705521747,9.2073042228033
2019-01-12T10:00:00.0,0.0,0.0,0.0,6.707523425575346e-12,5.300648808770347e-12
2019-01-12T11:00:00.0,0.0,-80.08848362622203,-28.985684929805576,80.08848362624036,28.98568492981218
2019-01-12T12:00:00.0,0.0,0.0,0.0,3.1675995160185266e-11,2.509636942704674e-11
2019-01-12T13:00:00.0,0.0,-5.012247315855323,-1.8140363621528022,5.012247315890136,1.814036362165396
2019-01-12T14:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-12T15:00:00.0,0.0,0.0,0.0,2.120259523508139e-11,1.6768808563938364e-11
2019-01-12T16:00:00.0,0.0,-274.27412010480253,-111.59174670217426,274.2741201047899,8.159355591555482
2019-01-12T17:00:00.0,0.0,105.80140539854746,43.191097121704765,-105.801405398555,0.0
2019-01-12T18:00:00.0,0.0,388.15801113090936,141.63585365929956,-388.15801113085877,0.0
2019-01-12T19:00:00.0,0.0,-28.686088200282445,-11.545704447203168,28.686088200282228,0.0
2019-01-12T20:00:00.0,0.0,0.0,0.0,-3.481090971035883e-10,0.0
2019-01-12T21:00:00.0,0.0,-355.5443816094866,-143.0782793886986,355.54438160948473,0.0
2019-01-12T22:00:00.0,0.0,0.0,0.0,2.5409008230781183e-11,0.0
2019-01-12T23:00:00.0,0.0,197.73959895473428,91.99310722044095,-197.739598954704,0.0
2019-01-13T00:00:00.0,0.4265876201140072,-0.8791382143402018,-0.3750294786066583,-0.12086178562974226,-0.05155814149451032
2019-01-13T01:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-13T02:00:00.0,0.0,0.0,0.0,1.1695533430611249e-11,9.265477274311706e-12
2019-01-13T03:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-13T04:00:00.0,0.0,1.2863009516288457,0.36162944189342633,-1.2863009516360764,-0.3616294418954592
2019-01-13T05:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-13T06:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-13T07:00:00.0,0.0,35.65071718946014,15.20815460120907,-35.65071718946504,-0.8041211950279974
2019-01-13T08:00:00.0,0.0,0.0,0.0,0.0,0.0
